1-aminocyclopropane-1-carboxylate formation	GO:0042218		go
1-aminocyclopropane-1-carboxylate metabolism	GO:0018871		go
1-aminocyclopropane-1-carboxylate synthesis	GO:0042218		go
1-butanol anabolism	GO:0071271		go
1-butanol biosynthesis	GO:0071271		go
1-butanol biosynthetic process	GO:0071271		go
1-butanol formation	GO:0071271		go
1-butanol metabolic process	GO:0071270		go
1-butanol metabolism	GO:0071270		go
1-butanol synthesis	GO:0071271		go
1-deoxy-D-xylulose 5-phosphate anabolism	GO:0052865		go
1-deoxy-D-xylulose 5-phosphate biosynthesis	GO:0052865		go
1-deoxy-D-xylulose 5-phosphate breakdown	GO:0052864		go
1-deoxy-D-xylulose 5-phosphate catabolic process	GO:0052864		go
1-deoxy-D-xylulose 5-phosphate catabolism	GO:0052864		go
1-deoxy-D-xylulose 5-phosphate degradation	GO:0052864		go
1-deoxy-D-xylulose 5-phosphate formation	GO:0052865		go
1-deoxy-D-xylulose 5-phosphate metabolic process	GO:0052863		go
1-deoxy-D-xylulose 5-phosphate metabolism	GO:0052863		go
1-deoxy-D-xylulose 5-phosphate synthesis	GO:0052865		go
1-methylguanosine metabolic process	GO:0080179		go
1-MN catabolic process	GO:0043635		go
1-MN catabolism	GO:0043635		go
1-octadecene biosynthetic process	GO:1900682		go
1-undecene anabolism	GO:1902821		go
1-undecene biosynthesis	GO:1902821		go
1-undecene biosynthetic process	GO:1902821		go
1-undecene formation	GO:1902821		go
1-undecene metabolic process	GO:1902820		go
1-undecene metabolism	GO:1902820		go
1-undecene synthesis	GO:1902821		go
20S proteasome assembly	GO:0080129		go
21U-RNA breakdown	GO:0034586		go
21U-RNA catabolic process	GO:0034586		go
21U-RNA catabolism	GO:0034586		go
21U-RNA degradation	GO:0034586		go
21U-RNA metabolic process	GO:0034585		go
21U-RNA metabolism	GO:0034585		go
2,2,7-trimethylguanosine cap formation	GO:0036261		go
2,4,5-T metabolic process	GO:0018980		go
2,4,5-T metabolism	GO:0018980		go
2,4,5-trichlorophenoxyacetic acid breakdown	GO:0046228		go
2,4,5-trichlorophenoxyacetic acid catabolism	GO:0046228		go
2,4,5-trichlorophenoxyacetic acid degradation	GO:0046228		go
2,4,5-trichlorophenoxyacetic acid metabolism	GO:0018980		go
2,4,6-trinitrotoluene breakdown	GO:0046256		go
2,4,6-trinitrotoluene catabolic process	GO:0046256		go
2,4,6-trinitrotoluene catabolism	GO:0046256		go
2,4,6-trinitrotoluene degradation	GO:0046256		go
2,4,6-trinitrotoluene metabolic process	GO:0018974		go
2,4,6-trinitrotoluene metabolism	GO:0018974		go
2,4-dichlorobenzoate breakdown	GO:0046298		go
2,4-dichlorobenzoate catabolic process	GO:0046298		go
2,4-dichlorobenzoate catabolism	GO:0046298		go
2,4-dichlorobenzoate degradation	GO:0046298		go
2,4-dichlorobenzoate metabolic process	GO:0018898		go
2,4-dichlorobenzoate metabolism	GO:0018898		go
2,4-dichlorophenoxyacetic acid breakdown	GO:0046300		go
2,4-dichlorophenoxyacetic acid catabolic process	GO:0046300		go
2,4-dichlorophenoxyacetic acid catabolism	GO:0046300		go
2,4-dichlorophenoxyacetic acid degradation	GO:0046300		go
2,4-dichlorophenoxyacetic acid metabolic process	GO:0018901		go
2,4-dichlorophenoxyacetic acid metabolism	GO:0018901		go
2,4-D metabolic process	GO:0018901		go
2,4-D metabolism	GO:0018901		go
2-(4-hydroxyphenyl)ethanoate transport	GO:1900754		go
2,5-dihydroxypyridine breakdown	GO:0051166		go
2,5-dihydroxypyridine breakdown to fumarate	GO:0019508		go
2,5-dihydroxypyridine catabolic process	GO:0051166		go
2,5-dihydroxypyridine catabolism	GO:0051166		go
2,5-dihydroxypyridine degradation	GO:0051166		go
2,5-dihydroxypyridine degradation to fumarate	GO:0019508		go
2,5-dihydroxypyridine metabolic process	GO:0051165		go
2,5-dihydroxypyridine metabolism	GO:0051165		go
2,5-dihydroxypyridine utilization	GO:0019508		go
(25S)-Delta(4)-dafachronate metabolic process	GO:1902057		go
(25S)-Delta(4)-dafachronate metabolism	GO:1902057		go
(25S)-Delta(7)-dafachronate metabolic process	GO:1902056		go
(25S)-Delta(7)-dafachronate metabolism	GO:1902056		go
2-aminobenzenesulfonate breakdown	GO:0046230		go
2-aminobenzenesulfonate catabolic process	GO:0046230		go
2-aminobenzenesulfonate catabolism	GO:0046230		go
2-aminobenzenesulfonate degradation	GO:0046230		go
2-aminobenzenesulfonate desulfonation	GO:0019490		go
2-aminobenzenesulfonate metabolic process	GO:0018868		go
2-aminobenzenesulfonate metabolism	GO:0018868		go
2-aminobenzenesulphonate catabolic process	GO:0046230		go
2-aminobenzenesulphonate catabolism	GO:0046230		go
2-aminobenzenesulphonate desulphonation	GO:0019490		go
2-aminobenzenesulphonate metabolic process	GO:0018868		go
2-aminobenzenesulphonate metabolism	GO:0018868		go
2-aminobenzoate breakdown	GO:0043421		go
2-aminobenzoate catabolic process	GO:0043421		go
2-aminobenzoate degradation	GO:0043421		go
2-aminobenzoate metabolic process	GO:0043420		go
2-aminobenzoate metabolism	GO:0043420		go
2-aminoethanol transport	GO:0034229		go
2-aminoethylphosphonate breakdown	GO:0019635		go
2-aminoethylphosphonate catabolic process	GO:0019635		go
2-aminoethylphosphonate catabolism	GO:0019635		go
2-aminoethylphosphonate degradation	GO:0019635		go
2-aminoethylphosphonate metabolic process	GO:0046433		go
2-aminoethylphosphonate metabolism	GO:0046433		go
2-aminoethylphosphonate transport	GO:0033223		go
2-butanone metabolic process	GO:0018928		go
2-butanone metabolism	GO:0018928		go
2-chloro-N-isopropylacetanilide breakdown	GO:0046302		go
2-chloro-N-isopropylacetanilide catabolic process	GO:0046302		go
2-chloro-N-isopropylacetanilide catabolism	GO:0046302		go
2-chloro-N-isopropylacetanilide degradation	GO:0046302		go
2-chloro-N-isopropylacetanilide metabolic process	GO:0018889		go
2-chloro-N-isopropylacetanilide metabolism	GO:0018889		go
2-cis-abscisate homeostasis	GO:1902265		go
2-dehydro-3-deoxy-D-gluconic acid anabolism	GO:1901274		go
2-dehydro-3-deoxy-D-gluconic acid biosynthesis	GO:1901274		go
2-dehydro-3-deoxy-D-gluconic acid breakdown	GO:1901273		go
2-dehydro-3-deoxy-D-gluconic acid catabolism	GO:1901273		go
2-dehydro-3-deoxy-D-gluconic acid degradation	GO:1901273		go
2-dehydro-3-deoxy-D-gluconic acid formation	GO:1901274		go
2-dehydro-3-deoxy-D-gluconic acid metabolism	GO:1901272		go
2-dehydro-3-deoxy-D-gluconic acid synthesis	GO:1901274		go
2'-Deoxyinosine 5'-triphosphate catabolic process	GO:0035863		go
2'-Deoxyinosine-5'-triphosphate catabolic process	GO:0035863		go
2'-Deoxyinosine-5'-triphosphate metabolic process	GO:0035862		go
2'-Deoxyinosine 5'-triphosphate metabolic process	GO:0035862		go
2'-deoxyribonucleotide anabolism	GO:0009265		go
2'-deoxyribonucleotide biosynthesis	GO:0009265		go
2'-deoxyribonucleotide biosynthetic process	GO:0009265		go
2'-deoxyribonucleotide formation	GO:0009265		go
2'-deoxyribonucleotide metabolic process	GO:0009394		go
2'-deoxyribonucleotide metabolism	GO:0009394		go
2'-deoxyribonucleotide synthesis	GO:0009265		go
2-deoxyribose 1-phosphate anabolism	GO:0006016		go
2-deoxyribose 1-phosphate biosynthesis	GO:0006016		go
2-deoxyribose 1-phosphate biosynthetic process	GO:0006016		go
2-deoxyribose 1-phosphate breakdown	GO:0006018		go
2-deoxyribose 1-phosphate catabolic process	GO:0006018		go
2-deoxyribose 1-phosphate catabolism	GO:0006018		go
2-deoxyribose 1-phosphate degradation	GO:0006018		go
2-deoxyribose 1-phosphate formation	GO:0006016		go
2-deoxyribose 1-phosphate metabolic process	GO:0046384		go
2-deoxyribose 1-phosphate metabolism	GO:0046384		go
2-deoxyribose 1-phosphate synthesis	GO:0006016		go
2-deoxystreptamine anabolism	GO:1901744		go
2-deoxystreptamine biosynthesis	GO:1901744		go
2-deoxystreptamine biosynthetic process	GO:1901744		go
2-deoxystreptamine breakdown	GO:1901743		go
2-deoxystreptamine catabolic process	GO:1901743		go
2-deoxystreptamine catabolism	GO:1901743		go
2-deoxystreptamine degradation	GO:1901743		go
2-deoxystreptamine formation	GO:1901744		go
2-deoxystreptamine metabolic process	GO:1901742		go
2-deoxystreptamine metabolism	GO:1901742		go
2-deoxystreptamine synthesis	GO:1901744		go
2Fe-2S cluster assembly	GO:0044571		go
[2Fe-2S] cluster assembly	GO:0044571		go
[2Fe-2S] cluster biosynthetic process	GO:0044571		go
2-hydroxybenzoyl-CoA anabolism	GO:1901887		go
2-hydroxybenzoyl-CoA biosynthesis	GO:1901887		go
2-hydroxybenzoyl-CoA biosynthetic process	GO:1901887		go
2-hydroxybenzoyl-CoA breakdown	GO:1901886		go
2-hydroxybenzoyl-CoA catabolic process	GO:1901886		go
2-hydroxybenzoyl-CoA catabolism	GO:1901886		go
2-hydroxybenzoyl-CoA degradation	GO:1901886		go
2-hydroxybenzoyl-CoA formation	GO:1901887		go
2-hydroxybenzoyl-CoA metabolic process	GO:1901885		go
2-hydroxybenzoyl-CoA metabolism	GO:1901885		go
2-hydroxybenzoyl-CoA synthesis	GO:1901887		go
2-hydroxy-but-3-enyl glucosinolate anabolism	GO:0080035		go
2-hydroxy-but-3-enyl glucosinolate biosynthesis	GO:0080035		go
2-hydroxy-but-3-enyl glucosinolate formation	GO:0080035		go
2-hydroxy-but-3-enyl glucosinolate synthesis	GO:0080035		go
2-hydroxypropanoate metabolic process	GO:0006089		go
2-hydroxypropanoate metabolism	GO:0006089		go
2-isopropylmalate(2-) transmembrane transport	GO:1902357		go
2-keto-3-deoxygluconate transmembrane transport	GO:0046411		go
2-keto-3-deoxygluconate transport	GO:0046411		go
2-ketoglutarate metabolic process	GO:0006103		go
2-ketoglutarate metabolism	GO:0006103		go
2-mercaptoergothioneine trimethylbetaine anabolism	GO:0052699		go
2-mercaptoergothioneine trimethylbetaine breakdown	GO:0052700		go
2-mercaptoergothioneine trimethylbetaine formation	GO:0052699		go
2-mercaptoergothioneine trimethylbetaine synthesis	GO:0052699		go
2-methyl-1,3-butadiene biosynthesis	GO:0043612		go
2-methyl-1,3-butadiene biosynthetic process	GO:0043612		go
2-methyl-1,3-butadiene catabolic process	GO:0043613		go
2-methyl-1,3-butadiene catabolism	GO:0043613		go
2-methyl-1,3-butadiene metabolic process	GO:0043611		go
2-methyl-1,3-butadiene metabolism	GO:0043611		go
2-methylbut-2-enoyl-CoA(4-) anabolism	GO:1902194		go
2-methylbut-2-enoyl-CoA(4-) biosynthesis	GO:1902194		go
2-methylbut-2-enoyl-CoA(4-) biosynthetic process	GO:1902194		go
2-methylbut-2-enoyl-CoA(4-) breakdown	GO:1902193		go
2-methylbut-2-enoyl-CoA(4-) catabolic process	GO:1902193		go
2-methylbut-2-enoyl-CoA(4-) catabolism	GO:1902193		go
2-methylbut-2-enoyl-CoA(4-) degradation	GO:1902193		go
2-methylbut-2-enoyl-CoA(4-) formation	GO:1902194		go
2-methylbut-2-enoyl-CoA(4-) metabolic process	GO:1902192		go
2-methylbut-2-enoyl-CoA(4-) metabolism	GO:1902192		go
2-methylbut-2-enoyl-CoA(4-) synthesis	GO:1902194		go
2-methylbutanoyl-CoA(4-) anabolism	GO:1902191		go
2-methylbutanoyl-CoA(4-) biosynthesis	GO:1902191		go
2-methylbutanoyl-CoA(4-) biosynthetic process	GO:1902191		go
2-methylbutanoyl-CoA(4-) breakdown	GO:1902190		go
2-methylbutanoyl-CoA(4-) catabolic process	GO:1902190		go
2-methylbutanoyl-CoA(4-) catabolism	GO:1902190		go
2-methylbutanoyl-CoA(4-) degradation	GO:1902190		go
2-methylbutanoyl-CoA(4-) formation	GO:1902191		go
2-methylbutanoyl-CoA(4-) metabolic process	GO:1902189		go
2-methylbutanoyl-CoA(4-) metabolism	GO:1902189		go
2-methylbutanoyl-CoA(4-) synthesis	GO:1902191		go
2-methylguanosine metabolic process	GO:0080180		go
2-micrometer plasmid partitioning	GO:0030543		go
2-MN catabolic process	GO:0043635		go
2-MN catabolism	GO:0043635		go
2-nitropropane breakdown	GO:0046304		go
2-nitropropane catabolic process	GO:0046304		go
2-nitropropane catabolism	GO:0046304		go
2-nitropropane degradation	GO:0046304		go
2-nitropropane metabolic process	GO:0018938		go
2-nitropropane metabolism	GO:0018938		go
2-oxobutyrate anabolism	GO:0046360		go
2-oxobutyrate biosynthesis	GO:0046360		go
2-oxobutyrate biosynthetic process	GO:0046360		go
2-oxobutyrate breakdown	GO:0019606		go
2-oxobutyrate catabolic process	GO:0019606		go
2-oxobutyrate catabolism	GO:0019606		go
2-oxobutyrate degradation	GO:0019606		go
2-oxobutyrate formation	GO:0046360		go
2-oxobutyrate metabolic process	GO:0046361		go
2-oxobutyrate metabolism	GO:0046361		go
2-oxobutyrate synthesis	GO:0046360		go
2-oxoglutarate metabolic process	GO:0006103		go
2-oxoglutarate metabolism	GO:0006103		go
2-oxoglutarate transport	GO:0015742		go
2-phosphonoethylamine catabolic process	GO:0019635		go
2-phosphonoethylamine catabolism	GO:0019635		go
2-phosphonoethylamine metabolic process	GO:0046433		go
2-phosphonoethylamine metabolism	GO:0046433		go
2-phosphonoethylamine transport	GO:0033223		go
2-pyrrolidone-5-carboxylic acid biosynthesis	GO:0017186		go
(2R)-2-aminopropanoic acid catabolic process	GO:0055130		go
3-(2,3-dihydroxyphenyl)propanoate anabolism	GO:1901792		go
3-(2,3-dihydroxyphenyl)propanoate biosynthesis	GO:1901792		go
3-(2,3-dihydroxyphenyl)propanoate breakdown	GO:1901791		go
3-(2,3-dihydroxyphenyl)propanoate catabolism	GO:1901791		go
3-(2,3-dihydroxyphenyl)propanoate degradation	GO:1901791		go
3-(2,3-dihydroxyphenyl)propanoate formation	GO:1901792		go
3-(2,3-dihydroxyphenyl)propanoate metabolism	GO:1901790		go
3-(2,3-dihydroxyphenyl)propanoate synthesis	GO:1901792		go
3-(3-hydroxyphenyl)propanoate anabolism	GO:1901795		go
3-(3-hydroxyphenyl)propanoate biosynthesis	GO:1901795		go
3-(3-hydroxyphenyl)propanoate biosynthetic process	GO:1901795		go
3-(3-hydroxyphenyl)propanoate breakdown	GO:1901794		go
3-(3-hydroxyphenyl)propanoate catabolic process	GO:1901794		go
3-(3-hydroxyphenyl)propanoate catabolism	GO:1901794		go
3-(3-hydroxyphenyl)propanoate degradation	GO:1901794		go
3-(3-hydroxyphenyl)propanoate formation	GO:1901795		go
3-(3-hydroxyphenyl)propanoate metabolic process	GO:1901793		go
3-(3-hydroxyphenyl)propanoate metabolism	GO:1901793		go
3-(3-hydroxyphenyl)propanoate synthesis	GO:1901795		go
3-(3-hydroxy)phenylpropionate breakdown	GO:0019622		go
3-(3-hydroxy)phenylpropionate catabolic process	GO:0019622		go
3-(3-hydroxy)phenylpropionate catabolism	GO:0019622		go
3-(3-hydroxy)phenylpropionate degradation	GO:0019622		go
3-(3-hydroxy)phenylpropionate metabolic process	GO:0046435		go
3-(3-hydroxy)phenylpropionate metabolism	GO:0046435		go
3-(3-hydroxyphenyl)propionic acid transport	GO:0042920		go
3,4-dihydroxybenzoate biosynthetic process	GO:0046279		go
3,4-dihydroxybenzoate catabolic process	GO:0019619		go
3,4-dihydroxybenzoate metabolic process	GO:0046278		go
3',5' cAMP biosynthesis	GO:0006171		go
3',5'-cAMP biosynthesis	GO:0006171		go
3',5'-cAMP biosynthetic process	GO:0006171		go
3',5' cAMP biosynthetic process	GO:0006171		go
3',5' cAMP catabolic process	GO:0006198		go
3',5'-cAMP catabolic process	GO:0006198		go
3',5'-cAMP catabolism	GO:0006198		go
3',5' cAMP catabolism	GO:0006198		go
3',5'-cAMP detection	GO:0031319		go
3',5' cAMP-mediated signaling	GO:0019933		go
3',5'-cAMP-mediated signaling	GO:0019933		go
3',5'-cAMP-mediated signalling	GO:0019933		go
3',5' cAMP-mediated signalling	GO:0019933		go
3',5' cAMP metabolic process	GO:0046058		go
3',5'-cAMP metabolic process	GO:0046058		go
3',5'-cAMP metabolism	GO:0046058		go
3',5' cAMP metabolism	GO:0046058		go
3',5'-cAMP sensing	GO:0031319		go
3',5'-cyclic di-GMP signaling	GO:0061939		go
3',5'-cyclic diguanylic acid metabolic process	GO:0052653		go
3',5'-cyclic diguanylic acid metabolism	GO:0052653		go
3'-5' NMD	GO:0070478		go
3'-5' nonsense-mediated decay	GO:0070478		go
3'-5' nonsense-mediated mRNA decay	GO:0070478		go
3alpha(S)-strictosidine anabolism	GO:1901015		go
3alpha(S)-strictosidine biosynthesis	GO:1901015		go
3alpha(S)-strictosidine biosynthetic process	GO:1901015		go
3alpha(S)-strictosidine formation	GO:1901015		go
3alpha(S)-strictosidine metabolism	GO:1901015		go
3alpha(S)-strictosidine synthesis	GO:1901015		go
3beta-hydroxyandrost-5-en-17-one secretion	GO:0035942		go
3-chloroacrylic acid metabolic process	GO:0018888		go
3-chloroacrylic acid metabolism	GO:0018888		go
3-chlorocatechol anabolism	GO:1901169		go
3-chlorocatechol biosynthesis	GO:1901169		go
3-chlorocatechol biosynthetic process	GO:1901169		go
3-chlorocatechol breakdown	GO:1901168		go
3-chlorocatechol catabolic process	GO:1901168		go
3-chlorocatechol catabolism	GO:1901168		go
3-chlorocatechol degradation	GO:1901168		go
3-chlorocatechol formation	GO:1901169		go
3-chlorocatechol metabolic process	GO:1901167		go
3-chlorocatechol metabolism	GO:1901167		go
3-chlorocatechol synthesis	GO:1901169		go
3-cyano-L-alanine anabolism	GO:1903560		go
3-cyano-L-alanine biosynthesis	GO:1903560		go
3-cyano-L-alanine biosynthetic process	GO:1903560		go
3-cyano-L-alanine breakdown	GO:1903559		go
3-cyano-L-alanine catabolic process	GO:1903559		go
3-cyano-L-alanine catabolism	GO:1903559		go
3-cyano-L-alanine degradation	GO:1903559		go
3-cyano-L-alanine formation	GO:1903560		go
3-cyano-L-alanine metabolic process	GO:1903558		go
3-cyano-L-alanine metabolism	GO:1903558		go
3-cyano-L-alanine synthesis	GO:1903560		go
3HPA metabolic process	GO:0019609		go
3HPA metabolism	GO:0019609		go
3-hydroxy-1,3,5(10)-estratrien-17-one secretion	GO:0035943		go
3-hydroxybenzyl alcohol metabolic process	GO:0018921		go
3-hydroxybenzyl alcohol metabolism	GO:0018921		go
(+)-3'-hydroxylarreatricin anabolism	GO:1901708		go
(+)-3'-hydroxylarreatricin biosynthesis	GO:1901708		go
(+)-3'-hydroxylarreatricin biosynthetic process	GO:1901708		go
