PMCID,EvtID,CtxID,label
PMC2063868,in104from19to22,tissuelist:TS-0278,0
PMC2063868,in104from19to22,tissuelist:TS-0725,0
PMC2063868,in104from19to22,tissuelist:TS-1006,0
PMC2063868,in104from19to22,uaz:CL:0002608,0
PMC2063868,in104from19to28,cellosaurus:CVCL_0224,1
PMC2063868,in104from19to28,cellosaurus:CVCL_F568,0
PMC2063868,in104from19to28,cellosaurus:CVCL_S979,0
PMC2063868,in104from19to28,go:GO:0016020,0
PMC2063868,in104from19to28,manual:neurite,0
PMC2063868,in104from19to28,taxonomy:10090,0
PMC2063868,in104from19to28,taxonomy:9606,1
PMC2063868,in104from19to28,uaz:CL:0002608,0
PMC2063868,in104from19to28,uaz:UA-ORG-623,0
PMC2063868,in104from19to28,uberon:UBERON:0001781,0
PMC2063868,in104from9to15,cellosaurus:CVCL_0224,1
PMC2063868,in104from9to15,cellosaurus:CVCL_D880,0
PMC2063868,in104from9to15,cellosaurus:CVCL_F568,0
PMC2063868,in104from9to15,cellosaurus:CVCL_S979,0
PMC2063868,in104from9to15,cl:CL:0000540,0
PMC2063868,in104from9to15,go:GO:0009986,0
PMC2063868,in104from9to15,go:GO:0016020,0
PMC2063868,in104from9to15,go:GO:0030426,0
PMC2063868,in104from9to15,taxonomy:10090,0
PMC2063868,in104from9to15,taxonomy:9606,1
PMC2063868,in104from9to15,taxonomy:9796,0
PMC2063868,in104from9to15,tissuelist:TS-0725,0
PMC2063868,in104from9to15,tissuelist:TS-0923,0
PMC2063868,in104from9to15,tissuelist:TS-1006,0
PMC2063868,in104from9to15,uaz:CL:0000451,0
PMC2063868,in104from9to15,uaz:CL:0002608,0
PMC2063868,in104from9to15,uberon:UBERON:0001781,0
PMC2063868,in105from0to13,cellosaurus:CVCL_0224,1
PMC2063868,in105from0to13,cellosaurus:CVCL_F568,0
PMC2063868,in105from0to13,cellosaurus:CVCL_S979,0
PMC2063868,in105from0to13,cl:CL:0000540,0
PMC2063868,in105from0to13,go:GO:0031012,0
PMC2063868,in105from0to13,manual:neurite,0
PMC2063868,in105from0to13,taxonomy:10090,0
PMC2063868,in105from0to13,taxonomy:9606,1
PMC2063868,in105from0to13,tissuelist:TS-0725,0
PMC2063868,in105from0to13,tissuelist:TS-0923,0
PMC2063868,in105from0to13,uberon:UBERON:0001781,0
PMC2063868,in105from0to2,cellosaurus:CVCL_0224,1
PMC2063868,in105from0to2,cellosaurus:CVCL_0594-cells,0
PMC2063868,in105from0to2,cellosaurus:CVCL_D880,0
PMC2063868,in105from0to2,cellosaurus:CVCL_F568,0
PMC2063868,in105from0to2,cellosaurus:CVCL_S979,0
PMC2063868,in105from0to2,go:GO:0016020,0
PMC2063868,in105from0to2,go:GO:0030424,0
PMC2063868,in105from0to2,go:GO:0030426,0
PMC2063868,in105from0to2,manual:neurite,0
PMC2063868,in105from0to2,taxonomy:10090,0
PMC2063868,in105from0to2,taxonomy:9606,1
PMC2063868,in105from0to2,taxonomy:9796,0
PMC2063868,in105from0to2,taxonomy:9986,0
PMC2063868,in105from0to2,tissuelist:TS-0278,0
PMC2063868,in105from0to2,tissuelist:TS-0923,0
PMC2063868,in105from0to2,tissuelist:TS-1006,0
PMC2063868,in105from0to2,uaz:CL:0000451,0
PMC2063868,in105from0to2,uaz:CL:0002608,0
PMC2063868,in105from0to2,uaz:UA-ORG-623,0
PMC2063868,in105from0to4,cellosaurus:CVCL_0224,1
PMC2063868,in105from0to4,cellosaurus:CVCL_0594-cells,0
PMC2063868,in105from0to4,cellosaurus:CVCL_2529,0
PMC2063868,in105from0to4,cellosaurus:CVCL_D880,0
PMC2063868,in105from0to4,cellosaurus:CVCL_S979,0
PMC2063868,in105from0to4,go:GO:0009986,0
PMC2063868,in105from0to4,go:GO:0015629,0
PMC2063868,in105from0to4,go:GO:0030424,0
PMC2063868,in105from0to4,go:GO:0030426,0
PMC2063868,in105from0to4,manual:neurite,0
PMC2063868,in105from0to4,taxonomy:10090,0
PMC2063868,in105from0to4,taxonomy:9606,1
PMC2063868,in105from0to4,taxonomy:9796,0
PMC2063868,in105from0to4,taxonomy:9986,0
PMC2063868,in105from0to4,tissuelist:TS-0278,0
PMC2063868,in105from0to4,uaz:CL:0002608,0
PMC2063868,in105from0to4,uberon:UBERON:0001781,0
PMC2063868,in106from23to28,cellosaurus:CVCL_0224,1
PMC2063868,in106from23to28,cellosaurus:CVCL_S979,0
PMC2063868,in106from23to28,cl:CL:0000540,0
PMC2063868,in106from23to28,go:GO:0009986,0
PMC2063868,in106from23to28,go:GO:0030424,0
PMC2063868,in106from23to28,go:GO:0030426,0
PMC2063868,in106from23to28,go:GO:0031012,0
PMC2063868,in106from23to28,manual:neurite,0
PMC2063868,in106from23to28,taxonomy:10090,0
PMC2063868,in106from23to28,taxonomy:9606,1
PMC2063868,in106from23to28,tissuelist:TS-0923,0
PMC2063868,in106from23to28,tissuelist:TS-1006,0
PMC2063868,in106from23to28,uaz:CL:0000451,0
PMC2063868,in106from23to28,uaz:CL:0002608,0
PMC2063868,in106from23to28,uberon:UBERON:0001781,0
PMC2063868,in106from23to28,uberon:UBERON:0008915,0
PMC2063868,in106from5to7,cellosaurus:CVCL_0224,1
PMC2063868,in106from5to7,cellosaurus:CVCL_0594-cells,0
PMC2063868,in106from5to7,cellosaurus:CVCL_F568,0
PMC2063868,in106from5to7,cellosaurus:CVCL_S979,0
PMC2063868,in106from5to7,go:GO:0016020,0
PMC2063868,in106from5to7,go:GO:0030426,0
PMC2063868,in106from5to7,go:GO:0031012,0
PMC2063868,in106from5to7,manual:neurite,0
PMC2063868,in106from5to7,taxonomy:10090,0
PMC2063868,in106from5to7,taxonomy:9606,1
PMC2063868,in106from5to7,tissuelist:TS-0278,0
PMC2063868,in106from5to7,tissuelist:TS-0636,0
PMC2063868,in106from5to7,tissuelist:TS-0676,0
PMC2063868,in106from5to7,tissuelist:TS-0725,0
PMC2063868,in106from5to7,tissuelist:TS-1006,0
PMC2063868,in106from5to7,tissuelist:TS-1313,0
PMC2063868,in106from5to7,uaz:CL:0000097,0
PMC2063868,in106from5to7,uaz:CL:0002608,0
PMC2063868,in106from5to7,uberon:UBERON:0001781,0
PMC2063868,in107from9to12,cellosaurus:CVCL_0224,1
PMC2063868,in107from9to12,cellosaurus:CVCL_0594-cells,0
PMC2063868,in107from9to12,cellosaurus:CVCL_S979,0
PMC2063868,in107from9to12,go:GO:0009986,0
PMC2063868,in107from9to12,go:GO:0030426,0
PMC2063868,in107from9to12,manual:neurite,0
PMC2063868,in107from9to12,taxonomy:9606,1
PMC2063868,in107from9to12,taxonomy:9796,0
PMC2063868,in107from9to12,tissuelist:TS-0676,0
PMC2063868,in107from9to12,tissuelist:TS-0683,0
PMC2063868,in107from9to12,tissuelist:TS-1006,0
PMC2063868,in107from9to12,uaz:CL:0002608,0
PMC2063868,in107from9to12,uberon:UBERON:0001781,0
PMC2063868,in108from1to8,cellosaurus:CVCL_0224,1
PMC2063868,in108from1to8,cellosaurus:CVCL_2529,0
PMC2063868,in108from1to8,cellosaurus:CVCL_S979,0
PMC2063868,in108from1to8,go:GO:0009986,0
PMC2063868,in108from1to8,go:GO:0015629,0
PMC2063868,in108from1to8,go:GO:0016020,0
PMC2063868,in108from1to8,go:GO:0030426,0
PMC2063868,in108from1to8,manual:neurite,0
PMC2063868,in108from1to8,taxonomy:10090,0
PMC2063868,in108from1to8,taxonomy:9606,1
PMC2063868,in108from1to8,tissuelist:TS-0278,0
PMC2063868,in108from1to8,tissuelist:TS-0683,0
PMC2063868,in108from1to8,tissuelist:TS-1006,0
PMC2063868,in108from1to8,uaz:CL:0002608,0
PMC2063868,in108from1to8,uberon:UBERON:0001781,0
PMC2063868,in108from1to8,uberon:UBERON:0002049,0
PMC2063868,in109from2to29,cellosaurus:CVCL_0224,1
PMC2063868,in109from2to29,cellosaurus:CVCL_D880,0
PMC2063868,in109from2to29,cellosaurus:CVCL_S979,0
PMC2063868,in109from2to29,cl:CL:0000540,0
PMC2063868,in109from2to29,go:GO:0009986,0
PMC2063868,in109from2to29,go:GO:0016020,0
PMC2063868,in109from2to29,manual:neurite,0
PMC2063868,in109from2to29,taxonomy:10090,0
PMC2063868,in109from2to29,taxonomy:9606,1
PMC2063868,in109from2to29,taxonomy:9986,0
PMC2063868,in109from2to29,tissuelist:TS-0278,0
PMC2063868,in109from2to29,tissuelist:TS-0683,0
PMC2063868,in109from2to29,uaz:CL:0002608,0
PMC2063868,in109from7to29,cellosaurus:CVCL_0224,1
PMC2063868,in109from7to29,cellosaurus:CVCL_0594-cells,0
PMC2063868,in109from7to29,cellosaurus:CVCL_S979,0
PMC2063868,in109from7to29,cl:CL:0000540,0
PMC2063868,in109from7to29,go:GO:0009986,0
PMC2063868,in109from7to29,go:GO:0016020,0
PMC2063868,in109from7to29,go:GO:0030424,0
PMC2063868,in109from7to29,manual:neurite,0
PMC2063868,in109from7to29,taxonomy:10090,0
PMC2063868,in109from7to29,taxonomy:9606,1
PMC2063868,in109from7to29,tissuelist:TS-0676,0
PMC2063868,in109from7to29,uaz:UA-ORG-623,0
PMC2063868,in109from7to29,uberon:UBERON:0002049,0
PMC2063868,in110from0to21,cellosaurus:CVCL_0224,1
PMC2063868,in110from0to21,cellosaurus:CVCL_0594-cells,0
PMC2063868,in110from0to21,cellosaurus:CVCL_S979,0
PMC2063868,in110from0to21,go:GO:0031012,0
PMC2063868,in110from0to21,manual:neurite,0
PMC2063868,in110from0to21,taxonomy:10090,0
PMC2063868,in110from0to21,taxonomy:9606,1
PMC2063868,in110from0to21,taxonomy:9986,0
PMC2063868,in110from0to21,tissuelist:TS-0278,0
PMC2063868,in110from0to21,tissuelist:TS-0683,0
PMC2063868,in110from0to21,tissuelist:TS-0725,0
PMC2063868,in110from0to21,uaz:CL:0002608,0
PMC2063868,in110from0to21,uberon:UBERON:0008915,0
PMC2063868,in110from17to21,cellosaurus:CVCL_0224,1
PMC2063868,in110from17to21,cellosaurus:CVCL_0594-cells,0
PMC2063868,in110from17to21,cellosaurus:CVCL_D880,0
PMC2063868,in110from17to21,cellosaurus:CVCL_S979,0
PMC2063868,in110from17to21,go:GO:0009986,0
PMC2063868,in110from17to21,go:GO:0015629,0
PMC2063868,in110from17to21,manual:neurite,0
PMC2063868,in110from17to21,taxonomy:10090,0
PMC2063868,in110from17to21,taxonomy:9606,1
PMC2063868,in110from17to21,taxonomy:9986,0
PMC2063868,in110from17to21,tissuelist:TS-0676,0
PMC2063868,in110from17to21,tissuelist:TS-0923,0
PMC2063868,in110from17to21,tissuelist:TS-1006,0
PMC2063868,in110from17to21,uaz:CL:0000451,0
PMC2063868,in110from17to21,uaz:CL:0002608,0
PMC2063868,in110from17to21,uberon:UBERON:0002049,0
PMC2063868,in110from17to21,uberon:UBERON:0008915,0
PMC2063868,in112from14to20,cellosaurus:CVCL_0224,1
PMC2063868,in112from14to20,cellosaurus:CVCL_2529,0
PMC2063868,in112from14to20,cellosaurus:CVCL_D880,0
PMC2063868,in112from14to20,cellosaurus:CVCL_S979,0
PMC2063868,in112from14to20,go:GO:0009986,0
PMC2063868,in112from14to20,go:GO:0030424,0
PMC2063868,in112from14to20,manual:neurite,0
PMC2063868,in112from14to20,taxonomy:10090,0
PMC2063868,in112from14to20,taxonomy:9606,1
PMC2063868,in112from14to20,taxonomy:9796,0
PMC2063868,in112from14to20,tissuelist:TS-0676,0
PMC2063868,in112from14to20,tissuelist:TS-0683,0
PMC2063868,in112from14to20,tissuelist:TS-1006,0
PMC2063868,in112from14to20,uaz:CL:0002608,0
PMC2063868,in112from14to20,uberon:UBERON:0002049,0
PMC2063868,in112from18to20,cellosaurus:CVCL_0224,1
PMC2063868,in112from18to20,cellosaurus:CVCL_0594-cells,0
PMC2063868,in112from18to20,cellosaurus:CVCL_2529,0
PMC2063868,in112from18to20,cellosaurus:CVCL_S979,0
PMC2063868,in112from18to20,go:GO:0009986,0
PMC2063868,in112from18to20,go:GO:0030424,0
PMC2063868,in112from18to20,go:GO:0031012,0
PMC2063868,in112from18to20,manual:neurite,0
PMC2063868,in112from18to20,taxonomy:10090,0
PMC2063868,in112from18to20,taxonomy:9606,1
PMC2063868,in112from18to20,taxonomy:9986,0
PMC2063868,in112from18to20,tissuelist:TS-0278,0
PMC2063868,in112from18to20,tissuelist:TS-0636,0
PMC2063868,in112from18to20,tissuelist:TS-0923,0
PMC2063868,in112from18to20,tissuelist:TS-1006,0
PMC2063868,in112from18to20,uaz:CL:0002608,0
PMC2063868,in112from18to20,uberon:UBERON:0002049,0
PMC2063868,in112from7to10,cellosaurus:CVCL_0224,1
PMC2063868,in112from7to10,cellosaurus:CVCL_0594-cells,0
PMC2063868,in112from7to10,cellosaurus:CVCL_S979,0
PMC2063868,in112from7to10,go:GO:0009986,0
PMC2063868,in112from7to10,go:GO:0030424,0
PMC2063868,in112from7to10,go:GO:0030426,0
PMC2063868,in112from7to10,manual:neurite,0
PMC2063868,in112from7to10,taxonomy:9606,1
PMC2063868,in112from7to10,taxonomy:9986,0
PMC2063868,in112from7to10,tissuelist:TS-0278,0
PMC2063868,in112from7to10,tissuelist:TS-0636,0
PMC2063868,in112from7to10,tissuelist:TS-0683,0
PMC2063868,in112from7to10,tissuelist:TS-0923,0
PMC2063868,in112from7to10,tissuelist:TS-1006,0
PMC2063868,in112from7to10,tissuelist:TS-1313,0
PMC2063868,in112from7to10,uaz:CL:0002608,0
PMC2063868,in112from7to20,cellosaurus:CVCL_0224,1
PMC2063868,in112from7to20,cellosaurus:CVCL_S979,0
PMC2063868,in112from7to20,go:GO:0016020,0
PMC2063868,in112from7to20,go:GO:0030426,0
PMC2063868,in112from7to20,manual:neurite,0
PMC2063868,in112from7to20,taxonomy:10090,0
PMC2063868,in112from7to20,taxonomy:9606,1
PMC2063868,in112from7to20,tissuelist:TS-0683,0
PMC2063868,in112from7to20,tissuelist:TS-0923,0
PMC2063868,in112from7to20,uaz:CL:0000451,0
PMC2063868,in112from7to20,uaz:CL:0002608,0
PMC2063868,in112from7to20,uaz:UA-ORG-623,0
PMC2063868,in112from8to20,cellosaurus:CVCL_0224,1
PMC2063868,in112from8to20,cellosaurus:CVCL_0594-cells,0
PMC2063868,in112from8to20,cellosaurus:CVCL_D880,0
PMC2063868,in112from8to20,cellosaurus:CVCL_F568,0
PMC2063868,in112from8to20,cellosaurus:CVCL_S979,0
PMC2063868,in112from8to20,go:GO:0009986,0
PMC2063868,in112from8to20,go:GO:0015629,0
PMC2063868,in112from8to20,go:GO:0016020,0
PMC2063868,in112from8to20,go:GO:0030424,0
PMC2063868,in112from8to20,go:GO:0030426,0
PMC2063868,in112from8to20,manual:neurite,0
PMC2063868,in112from8to20,taxonomy:10090,0
PMC2063868,in112from8to20,taxonomy:9606,1
PMC2063868,in112from8to20,taxonomy:9796,0
PMC2063868,in112from8to20,taxonomy:9940,0
PMC2063868,in112from8to20,taxonomy:9986,0
PMC2063868,in112from8to20,tissuelist:TS-0278,0
PMC2063868,in112from8to20,tissuelist:TS-0923,0
PMC2063868,in112from8to20,tissuelist:TS-1313,0
PMC2063868,in112from8to20,uaz:CL:0002608,0
PMC2063868,in112from8to20,uberon:UBERON:0002049,0
PMC2063868,in113from15to23,cellosaurus:CVCL_0224,0
PMC2063868,in113from15to23,cellosaurus:CVCL_0594-cells,0
PMC2063868,in113from15to23,cellosaurus:CVCL_S979,1
PMC2063868,in113from15to23,go:GO:0009986,0
PMC2063868,in113from15to23,go:GO:0016020,0
PMC2063868,in113from15to23,go:GO:0030424,0
PMC2063868,in113from15to23,go:GO:0031012,0
PMC2063868,in113from15to23,manual:neurite,0
PMC2063868,in113from15to23,taxonomy:10090,0
PMC2063868,in113from15to23,taxonomy:9606,0
PMC2063868,in113from15to23,tissuelist:TS-0278,0
PMC2063868,in113from15to23,tissuelist:TS-0923,0
PMC2063868,in113from15to23,tissuelist:TS-1006,0
PMC2063868,in113from15to23,uaz:CL:0002608,0
PMC2063868,in113from15to23,uaz:UA-ORG-623,0
PMC2063868,in113from15to23,uberon:UBERON:0002049,0
PMC2063868,in113from15to23,uberon:UBERON:0008915,0
PMC2063868,in113from19to23,cellosaurus:CVCL_0224,0
PMC2063868,in113from19to23,cellosaurus:CVCL_0594-cells,0
PMC2063868,in113from19to23,cellosaurus:CVCL_2529,0
PMC2063868,in113from19to23,cellosaurus:CVCL_D880,0
PMC2063868,in113from19to23,cellosaurus:CVCL_S979,1
PMC2063868,in113from19to23,go:GO:0009986,0
PMC2063868,in113from19to23,go:GO:0015629,0
PMC2063868,in113from19to23,go:GO:0016020,0
PMC2063868,in113from19to23,go:GO:0030424,0
PMC2063868,in113from19to23,go:GO:0030426,0
PMC2063868,in113from19to23,manual:neurite,0
PMC2063868,in113from19to23,taxonomy:9606,0
PMC2063868,in113from19to23,taxonomy:9940,0
PMC2063868,in113from19to23,tissuelist:TS-0676,0
PMC2063868,in113from19to23,tissuelist:TS-0923,0
PMC2063868,in113from19to23,tissuelist:TS-1006,0
PMC2063868,in113from19to23,uaz:CL:0000097,0
PMC2063868,in113from19to23,uberon:UBERON:0001781,0
PMC2063868,in113from19to23,uberon:UBERON:0002049,0
PMC2063868,in116from14to18,cellosaurus:CVCL_0224,0
PMC2063868,in116from14to18,cellosaurus:CVCL_0594-cells,0
PMC2063868,in116from14to18,cellosaurus:CVCL_2529,0
PMC2063868,in116from14to18,cellosaurus:CVCL_D880,0
PMC2063868,in116from14to18,cellosaurus:CVCL_S979,1
PMC2063868,in116from14to18,cl:CL:0000540,0
PMC2063868,in116from14to18,go:GO:0015629,0
PMC2063868,in116from14to18,go:GO:0030426,0
PMC2063868,in116from14to18,manual:neurite,0
PMC2063868,in116from14to18,taxonomy:10090,0
PMC2063868,in116from14to18,taxonomy:9606,1
PMC2063868,in116from14to18,taxonomy:9796,0
PMC2063868,in116from14to18,tissuelist:TS-0636,0
PMC2063868,in116from14to18,tissuelist:TS-0676,0
PMC2063868,in116from14to18,uaz:CL:0000097,0
PMC2063868,in116from14to18,uaz:CL:0000451,0
PMC2063868,in116from14to18,uaz:UA-ORG-623,0
PMC2063868,in116from14to18,uberon:UBERON:0008915,0
PMC2063868,in116from14to21,cellosaurus:CVCL_0594-cells,0
PMC2063868,in116from14to21,cellosaurus:CVCL_D880,0
PMC2063868,in116from14to21,cellosaurus:CVCL_S979,1
PMC2063868,in116from14to21,go:GO:0009986,0
PMC2063868,in116from14to21,go:GO:0030426,0
PMC2063868,in116from14to21,manual:neurite,0
PMC2063868,in116from14to21,taxonomy:10090,0
PMC2063868,in116from14to21,taxonomy:9606,1
PMC2063868,in116from14to21,taxonomy:9796,0
PMC2063868,in116from14to21,taxonomy:9940,0
PMC2063868,in116from14to21,tissuelist:TS-0278,0
PMC2063868,in116from14to21,tissuelist:TS-0923,0
PMC2063868,in116from14to21,tissuelist:TS-1006,0
PMC2063868,in116from14to21,tissuelist:TS-1313,0
PMC2063868,in116from14to21,uaz:CL:0000451,0
PMC2063868,in116from14to21,uberon:UBERON:0002049,0
PMC2063868,in116from5to12,cellosaurus:CVCL_0224,0
PMC2063868,in116from5to12,cellosaurus:CVCL_2529,0
PMC2063868,in116from5to12,cellosaurus:CVCL_D880,0
PMC2063868,in116from5to12,cellosaurus:CVCL_F568,0
PMC2063868,in116from5to12,cellosaurus:CVCL_S979,1
PMC2063868,in116from5to12,go:GO:0009986,0
PMC2063868,in116from5to12,go:GO:0016020,0
PMC2063868,in116from5to12,go:GO:0030426,0
PMC2063868,in116from5to12,manual:neurite,0
PMC2063868,in116from5to12,taxonomy:10090,0
PMC2063868,in116from5to12,taxonomy:9606,1
PMC2063868,in116from5to12,taxonomy:9796,0
PMC2063868,in116from5to12,tissuelist:TS-0278,0
PMC2063868,in116from5to12,tissuelist:TS-0636,0
PMC2063868,in116from5to12,tissuelist:TS-0676,0
PMC2063868,in116from5to12,tissuelist:TS-0923,0
PMC2063868,in116from5to12,uaz:CL:0000451,0
PMC2063868,in116from5to12,uaz:CL:0002608,0
PMC2063868,in116from5to7,cellosaurus:CVCL_0224,0
PMC2063868,in116from5to7,cellosaurus:CVCL_F568,0
PMC2063868,in116from5to7,cellosaurus:CVCL_S979,1
PMC2063868,in116from5to7,go:GO:0009986,0
PMC2063868,in116from5to7,go:GO:0030426,0
PMC2063868,in116from5to7,taxonomy:10090,0
PMC2063868,in116from5to7,taxonomy:9606,1
PMC2063868,in116from5to7,taxonomy:9796,0
PMC2063868,in116from5to7,tissuelist:TS-0278,0
PMC2063868,in116from5to7,tissuelist:TS-0725,0
PMC2063868,in116from5to7,tissuelist:TS-1006,0
PMC2063868,in116from5to7,uaz:CL:0000097,0
PMC2063868,in116from5to7,uaz:CL:0002608,0
PMC2063868,in117from0to17,cellosaurus:CVCL_0224,0
PMC2063868,in117from0to17,cellosaurus:CVCL_2529,0
PMC2063868,in117from0to17,cellosaurus:CVCL_D880,0
PMC2063868,in117from0to17,cellosaurus:CVCL_S979,1
PMC2063868,in117from0to17,go:GO:0009986,0
PMC2063868,in117from0to17,go:GO:0015629,0
PMC2063868,in117from0to17,taxonomy:9606,1
PMC2063868,in117from0to17,taxonomy:9986,0
PMC2063868,in117from0to17,tissuelist:TS-0683,0
PMC2063868,in117from0to17,tissuelist:TS-1006,0
PMC2063868,in117from0to17,tissuelist:TS-1313,0
PMC2063868,in117from0to2,cellosaurus:CVCL_0224,0
PMC2063868,in117from0to2,cellosaurus:CVCL_2529,0
PMC2063868,in117from0to2,cellosaurus:CVCL_D880,0
PMC2063868,in117from0to2,cellosaurus:CVCL_S979,1
PMC2063868,in117from0to2,go:GO:0009986,0
PMC2063868,in117from0to2,go:GO:0016020,0
PMC2063868,in117from0to2,go:GO:0030426,0
PMC2063868,in117from0to2,manual:neurite,0
PMC2063868,in117from0to2,taxonomy:9606,1
PMC2063868,in117from0to2,taxonomy:9796,0
PMC2063868,in117from0to2,taxonomy:9986,0
PMC2063868,in117from0to2,tissuelist:TS-0278,0
PMC2063868,in117from0to2,tissuelist:TS-0676,0
PMC2063868,in117from0to2,tissuelist:TS-0725,0
