PMCID,EvtID,CtxID,label
PMC2686753,1792231,tissuelist:TS-0591,1
PMC2686753,1792231,tissuelist:TS-0636,1
PMC2686753,1792231,tissuelist:TS-0595,1
PMC2686753,1792231,taxonomy:9606,1
PMC2686753,2656,tissuelist:TS-0800,1
PMC2686753,821115,tissuelist:TS-0278,1
PMC2686753,137522,uberon:UBERON:0000479,0
PMC2686753,1782931,tissuelist:TS-0593,1
PMC2686753,16827,cl:CL:0000034,0
PMC2686753,16514,tissuelist:TS-1172,1
PMC2686753,1341620,taxonomy:9606,1
PMC2686753,151710,tissuelist:TS-0895,1
PMC2686753,1681321,uberon:UBERON:0004288,1
PMC2686753,1632829,uberon:UBERON:0003891,1
PMC3119364,51112,uberon:UBERON:0002384,1
PMC3119364,51112,tissuelist:TS-0087,1
PMC3119364,1213,tissuelist:TS-0087,1
PMC3119364,62534,uberon:UBERON:0002384,0
PMC3119364,1213,uberon:UBERON:0002384,1
PMC2958340,12537,cellosaurus:CVCL_D980,1
PMC2958340,1982032,cl:CL:0000125,1
PMC2958340,1982032,tissuelist:TS-1223,0
PMC2958340,18418,tissuelist:TS-0547,1
PMC2958340,193013,tissuelist:TS-0564,1
PMC2958340,193013,taxonomy:10116,1
PMC2958340,120020,cellosaurus:CVCL_E773,1
PMC2958340,951433,tissuelist:TS-0417,1
PMC2958340,120020,cl:CL:0000540,1
PMC2958340,195511,taxonomy:9606,1
PMC2958340,184619,uaz:UA-CLine-5317,0
PMC2958340,18438,tissuelist:TS-0608,1
PMC2958340,120020,tissuelist:TS-0738,0
PMC2958340,7659,cl:CL:0000034,0
PMC2958340,184111,tissuelist:TS-0577 ,1
PMC2958340,11559,cl:CL:0000034,1
PMC2958340,187814,go:GO:0016020,1
PMC2958340,198622,cl:CL:0000034,0
PMC2958340,841920,tissuelist:TS-1225,0
PMC2958340,1042425,cl:CL:0000034,1
PMC2958340,184311,cl:CL:0000034,1
PMC2958340,198632,taxonomy:9606,1
PMC2958340,951433,tissuelist:TS-0455,1
PMC2958340,10789,tissuelist:TS-0278,0
PMC2958340,184311,tissuelist:TS-0564,0
PMC2958340,151715,tissuelist:TS-0158,1
PMC2958340,711317,tissuelist:TS-0568,0
PMC2958340,120020,tissuelist:TS-0417,0
PMC2958340,198632,cl:CL:0000034,0
PMC2958340,1041721,taxonomy:9606,1
PMC2958340,151715,tissuelist:TS-0158,0
PMC2958340,1981432,tissuelist:TS-0595,0
PMC2958340,12537,tissuelist:TS-0417,0
PMC2958340,18438,tissuelist:TS-0568,0
PMC2958340,195511,cl:CL:0000540,1
PMC2958340,12034,tissuelist:TS-0095,0
PMC2958340,1041721,tissuelist:TS-0828,0
PMC2958340,19369,tissuelist:TS-0417,0
PMC2958340,120020,tissuelist:TS-0095,0
PMC2958340,198632,tissuelist:TS-0568,0
PMC2958340,951433,tissuelist:TS-0547,0
PMC2958340,19369,tissuelist:TS-0547,1
PMC2958340,114413,tissuelist:TS-0571,0
PMC2958340,193813,taxonomy:10566,0
PMC2958340,151715,tissuelist:TS-0568,0
PMC2958340,18438,tissuelist:TS-1223,0
PMC2958340,195211,tissuelist:TS-0595,1
PMC2958340,601727,tissuelist:TS-0160,1
PMC2958340,10789,cl:CL:0000034,1
PMC2958340,195211,tissuelist:TS-0591,1
PMC2958340,151715,cl:CL:0000034,0
PMC2958340,12158,taxonomy:9606,1
PMC2958340,195211,tissuelist:TS-0571,0
PMC2958340,193813,tissuelist:TS-0595,1
PMC2958340,198622,tissuelist:TS-0595,0
PMC2958340,184619,tissuelist:TS-0160,1
PMC2958340,12158,uaz:UA-CLine-5317,1
PMC2958340,187014,tissuelist:TS-0547,1
PMC2958340,11579,tissuelist:TS-0094,0
PMC2958340,951837,cl:CL:0000034,1
PMC2958340,11579,tissuelist:TS-0095,0
PMC2958340,1042425,tissuelist:TS-0278,0
PMC2958340,18438,tissuelist:TS-0455,0
PMC2958340,951837,tissuelist:TS-0417,1
PMC2958340,18438,tissuelist:TS-0095,1
PMC2958340,12158,tissuelist:TS-0095,1
PMC2958340,19305,cl:CL:0000034,0
PMC2958340,7659,taxonomy:9606,1
PMC2958340,187814,tissuelist:TS-0828,0
PMC2958340,184311,taxonomy:9606,0
PMC2958340,1981422,tissuelist:TS-0158,0
PMC2958340,120320,cl:CL:0000125,0
PMC2958340,120020,tissuelist:TS-0608,1
PMC2958340,193013,cl:CL:0000034,0
PMC2958340,120320,taxonomy:9606,0
PMC2958340,187814,taxonomy:10090,0
PMC2958340,1981432,tissuelist:TS-0614,0
PMC2958340,120910,uniprot:SL-0276,0
PMC2958340,1982932,uniprot:SL-0276,0
PMC2958340,1981432,cl:CL:0000540,1
PMC2958340,184619,taxonomy:9606,0
PMC2958340,184619,tissuelist:TS-1225,0
PMC2958340,195511,tissuelist:TS-0278,0
PMC2958340,841920,tissuelist:TS-0614,0
PMC2958340,120020,cl:CL:0000034,0
PMC2958340,11579,tissuelist:TS-0568,0
PMC2958340,18418,cl:CL:0000034,1
PMC2958340,187014,tissuelist:TS-0095,1
PMC2958340,193813,tissuelist:TS-0095,0
PMC2958340,151715,cl:CL:0000034,1
PMC2958340,18418,tissuelist:TS-0417,0
PMC2958340,11559,tissuelist:TS-0571,0
PMC2958340,601727,tissuelist:TS-1249,0
PMC2958340,1982032,tissuelist:TS-0595,0
PMC2958340,1981432,tissuelist:TS-1225,0
PMC2958340,951437,tissuelist:TS-0094,0
PMC2958340,12158,taxonomy:9606,1
PMC2958340,1041721,cl:CL:0000034,1
PMC2958340,1041721,uniprot:SL-0276,0
PMC2958340,1041721,tissuelist:TS-0095,0
PMC2958340,1041721,tissuelist:TS-0417,0
PMC2958340,1041721,tissuelist:TS-0455,0
PMC2958340,1041721,uniprot:SL-0276,0
PMC2958340,1042425,cl:CL:0000034,1
PMC2958340,1042425,tissuelist:TS-0095,0
PMC2958340,1042425,tissuelist:TS-0417,0
PMC2958340,1042425,tissuelist:TS-0455,0
PMC2958340,1042425,uniprot:SL-0276,0
PMC2958340,10789,cl:CL:0000034,0
PMC2958340,10789,taxonomy:9606,0
PMC2958340,10789,tissuelist:TS-0095,0
PMC2958340,10789,tissuelist:TS-0417,0
PMC2958340,10789,uniprot:SL-0276,0
PMC2958340,10789,tissuelist:TS-0455,0
PMC2958340,114413,cl:CL:0000034,1
PMC2958340,114413,cl:CL:0000125,0
PMC2958340,114413,cl:CL:0000540,0
PMC2958340,114413,taxonomy:10116,0
PMC2958340,114413,taxonomy:9606,1
PMC2958340,114413,tissuelist:TS-0095,0
PMC2958340,114413,tissuelist:TS-0417,0
PMC2958340,114413,tissuelist:TS-0455,0
PMC2958340,114413,tissuelist:TS-0614,0
PMC2958340,114413,tissuelist:TS-0738,0
PMC2958340,114413,uniprot:SL-0276,0
PMC2958340,184619,cl:CL:0000034,1
PMC2958340,11559,cl:CL:0000034,1
PMC2958340,11559,cl:CL:0000125,1
PMC2958340,11559,cl:CL:0000540,1
PMC2958340,11559,taxonomy:10116,1
PMC2958340,11559,taxonomy:9606,1
PMC2958340,11559,tissuelist:TS-0095,1
PMC2958340,11559,tissuelist:TS-0417,1
PMC2958340,11559,tissuelist:TS-0455,1
PMC2958340,11559,tissuelist:TS-0614,0
PMC2958340,11559,tissuelist:TS-0738,0
PMC2958340,11559,uniprot:SL-0276,0
PMC2958340,11579,cl:CL:0000034,1
PMC2958340,11579,cl:CL:0000125,1
PMC2958340,11579,cl:CL:0000540,1
PMC2958340,11579,taxonomy:10116,1
PMC2958340,11579,taxonomy:9606,1
PMC2958340,11579,tissuelist:TS-0095,1
PMC2958340,11579,tissuelist:TS-0417,1
PMC2958340,11579,tissuelist:TS-0455,1
PMC2958340,11579,tissuelist:TS-0614,0
PMC2958340,11579,tissuelist:TS-0738,0
PMC2958340,11579,uniprot:SL-0276,0
PMC2910130,41520,cl:CL:0000312,1
PMC2910130,41520,cellosaurus:CVCL_9T09,1
PMC2910130,51618,tissuelist:TS-0500,1
PMC4236140,971114,tissuelist:TS-0595,1
PMC4236140,171821,taxonomy:10090,1
PMC4236140,9528,taxonomy:10090,1
PMC4236140,120013,taxonomy:10090,1
PMC4236140,9526,tissuelist:TS-0595,0
PMC4236140,1111112,uniprot:SL-0027,0
PMC4236140,1333839,cellosaurus:CVCL_0178,0
PMC4236140,983133,tissuelist:TS-0595,1
PMC4236140,9526,cellosaurus:CVCL_M564,0
PMC4236140,1033537,tissuelist:TS-0595,0
PMC4236140,152913,uberon:UBERON:0000479,0
PMC4236140,1161025,tissuelist:TS-0595,1
PMC4236140,11548,cl:CL:0002327,0
PMC4236140,171821,cellosaurus:CVCL_0178,0
PMC4236140,132712,tissuelist:TS-0595,1
PMC4236140,141415,tissuelist:TS-0595,0
PMC4236140,132716,tissuelist:TS-0595,1
PMC4236140,1111112,uberon:UBERON:0000062,0
PMC4236140,120013,tissuelist:TS-0031,0
PMC4236140,1392526,tissuelist:TS-0595,1
PMC4236140,1021215,tissuelist:TS-0591,0
PMC4236140,141415,cellosaurus:CVCL_0033,0
PMC4236140,132216,uberon:UBERON:0000062,0
PMC4236140,141415,tissuelist:TS-0031,0
PMC4236140,1314144,uniprot:SL-0027,0
PMC4236140,132712,cellosaurus:CVCL_M564,0
PMC4236140,120013,uniprot:SL-0027,0
PMC4236140,1123,uberon:UBERON:0000062,0
PMC4236140,120013,uberon:UBERON:0001014,1
PMC4236140,1152024,cellosaurus:CVCL_M564,0
PMC4236140,1033537,uberon:UBERON:0012245,0
PMC4236140,1313437,uberon:UBERON:0000062,1
PMC4236140,1283740,tissuelist:TS-0595,1
PMC4236140,971114,uberon:UBERON:0000062,1
PMC4236140,1123,uberon:UBERON:0000025,1
PMC4236140,1321019,tissuelist:TS-0595,1
PMC4236140,1283740,go:GO:0005694,1
PMC4236140,1003566,taxonomy:10090,1
PMC4236140,1003566,cellosaurus:CVCL_M564,0
PMC4236140,1003566,cl:CL:0002327,0
PMC4236140,1003566,taxonomy:10090,1
PMC4236140,1003566,tissuelist:TS-0031,0
PMC4236140,1003566,tissuelist:TS-0595,1
PMC4236140,1003566,tissuelist:TS-1305,0
PMC4236140,1003566,uberon:UBERON:0000062,0
PMC4236140,1003566,uberon:UBERON:2000106,0
PMC4236140,1003566,uniprot:SL-0027,0
PMC4236140,1005166,cellosaurus:CVCL_M564,0
PMC4236140,1005166,cl:CL:0002327,0
PMC4236140,1005166,taxonomy:10090,1
PMC4236140,1005166,tissuelist:TS-0031,0
PMC4236140,1005166,tissuelist:TS-0595,1
PMC4236140,1005166,tissuelist:TS-1305,0
PMC4236140,1005166,uberon:UBERON:0000062,0
PMC4236140,1005166,uberon:UBERON:2000106,0
PMC4236140,1005166,uniprot:SL-0027,0
PMC4142739,23941,uberon:UBERON:0001021,1
PMC4142739,23941,cl:CL:0000312,1
PMC4142739,23941,go:GO:0005737,1
PMC4142739,23941,tissuelist:TS-0923,1
PMC4142739,23941,cellosaurus:CVCL_E031,1
PMC4142739,1452026,go:GO:0005737,1
PMC4142739,1452026,tissuelist:TS-0688,1
PMC4142739,1452026,axonomy:10116,1
PMC4142739,23941,uberon:UBERON:0000479,1
PMC4142739,14726,go:GO:0005737,1
PMC4142739,23541,cl:CL:0000767,1
PMC4142739,232225,uniprot:SL-0039,1
PMC4142739,547,taxonomy:9606,0
PMC4142739,13869,taxonomy:10116,1
PMC4142739,1431112,uberon:UBERON:0000479,1
PMC4142739,145926,uniprot:SL-0039,0
PMC4142739,1231417,taxonomy:9913,0
PMC4142739,23525,taxonomy:9913,0
PMC4446607,49614,taxonomy:9606,0
PMC4446607,8637,tissuelist:TS-0362,1
PMC4446607,872526,uberon:UBERON:0000376,0
PMC4446607,13157,uberon:UBERON:0001137,1
PMC4446607,96424,tissuelist:TS-0574,0
PMC4446607,96029,cl:CL:0000235,1
PMC4446607,98420,uberon:UBERON:0002358,1
PMC4446607,491014,taxonomy:1280,1
PMC4446607,41624,tissuelist:TS-0580,0
PMC4446607,871626,tissuelist:TS-0688,1
PMC4446607,13157,cl:CL:0000775,1
PMC4092102,18926,tissuelist:TS-0362,1
PMC4092102,6917,cl:CL:0000163,1
PMC4092102,1793840,tissuelist:TS-0736,1
PMC4092102,6917,cellosaurus:CVCL_T024,1
PMC4092102,14679,uberon:UBERON:0010412,1
PMC4092102,167912,tissuelist:TS-0362,0
PMC4092102,18848,cl:CL:0011115,1
PMC4092102,18848,taxonomy:10141,1
PMC4092102,89810,tissuelist:TS-0362,0
PMC4092102,14724,cl:CL:0002322,0
PMC4092102,841719,tissuelist:TS-0923,1
PMC4092102,841719,tissuelist:TS-0239,0
PMC4092102,841719,taxonomy:9986,1
PMC4092102,841719,uberon:UBERON:0000468,1
PMC4092102,841719,cellosaurus:CVCL_0372,1
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
PMC149420,,,
